id,name,description,themes,genre
1041038,crazy on the outside,a recently paroled excon who ha trouble adjusting to the wacky normalcy of life outside of prison . he ha spent the last three year behind bar after getting caught committing a crime and taking the rap for his much more dangerous pal .,"crude humor and satire , funny joke and crude humor , gag , joke , and slapstick humor , laughoutloud relationship entanglement , quirky and endearing relationship",Comedy
1001217,a man called otto,"the story of otto anderson , a grumpy widower who is very set in his way . when a lively young family move in next door , he meet his match in quickwitted and very pregnant marisol , leading to an unlikely friendship that will turn his world upsidedown .","moving relationship story , touching and sentimental family story , quirky and endearing relationship , powerful story of heartbreak and suffering , emotional and touching family drama , charming romance and delightful chemistry",Comedy
1029244,a touch of spice,"a touch of spice is a story about fanis , a young greek boy growing up in istanbul , whose grandfather , a culinary philosopher and mentor , teach him that both food and life require a little salt to give them flavor . they both require ... a touch of spice . fanis grows up to become an excellent cook and us his cooking skill to spice up the life of those around him . 35 year later he leaf athens and travel back to his birthplace of istanbul to reunite with his grandfather and his first love . he travel back only to realize that he forgot to put a little bit of spice in his own life .","moving relationship story , emotional and touching family drama , powerful story of heartbreak and suffering , touching and sentimental family story , heartbreaking and moving family drama",Comedy
1006758,suburbia,a group of suburban teenager try to support each other through the difficult task of becoming adult .,"underdog and coming of age , emotional teen comingofage story , student comingofage challenge , fascinating , emotional story and documentary , teen school antic and laughter , powerful story of heartbreak and suffering",Comedy
1180579,jee karda,"seven school friend who thought that by the time they are 30 their life will be sorted turn 30 to find that it a grand hot mess instead . they live , love , laugh , make mistake , get their heart broken , grow up a little but through it all discover that the best of friendship are imperfect and life is a luminous shade of grey .","moving relationship story , bollywood emotional drama",Comedy
1019269,it stain the sand red,"in the throe of a zombie apocalypse , a troubled woman from la vega with a dark past , find herself stranded in the desert with a lone and ravenous zombie on her tail .","horror , the undead and monster classic , survival horror and zombie carnage",Comedy
1003779,crime and misdemeanor,"an ophthalmologist mistress threatens to reveal their affair to his wife , while a married documentary filmmaker is infatuated by another woman .","humanity and the world around u , passion and romance , enduring story of family and marital drama , quirky and endearing relationship , gripping , intense violent crime , powerful story of heartbreak and suffering",Comedy
1012473,the lover,the separation of a long married couple go awry when they fall for each other again .,"relationship comedy , moving relationship story , passion and romance , enduring story of family and marital drama , captivating relationship and charming romance , quirky and endearing relationship , heartbreaking and moving family drama",Comedy
1018748,babe in toyland,"all road lead to magical , merry toyland a mary contrary and tom piper prepare for their wedding ! but villainous barnaby want mary for himself , so he kidnaps tom , setting off a series of comic chase , search , and doublecrosses ! the march of the wooden soldier help put barnaby in his place , and ensures a happily ever after for tom and mary !","song and dance , dazzling vocal performance and musical , holiday joy and heartwarming christmas , fairytale fantasy and enchanted magic , kid animated fun and adventure , catchy song and hilarious musical comedy",Comedy
1021607,"race for your life , charlie brown","the peanut gang , including snoopy and woodstock , have gone off to summer camp . after a few day of the usual summercamp activity , they all take part in a rafting race . battling treacherous rapid , wild animal and bully from a rival tent , the team make their way downriver to the finish line .","kid animated fun and adventure , adorable animal and heartwarming family , holiday joy and heartwarming christmas , catchy song and hilarious musical comedy",Comedy
1009904,the medallion,a hong kong detective suffers a fatal accident involving a mysterious medallion and is transformed into an immortal warrior with superhuman power .,"epic hero , crude humor and satire , intense combat and martial art , action comedy and silly heroic , superheroes in actionpacked battle with villain , gag , joke , and slapstick humor , explosive and actionpacked hero vs. villain",Comedy
1005417,official competition,"when a billionaire entrepreneur impulsively decides to create an iconic movie , he demand the best . renowned filmmaker lola cuevas is recruited to mastermind this ambitious endeavour . completing the allstar team are two actor with massive talent but even bigger ego hollywood heartthrob flix rivero and radical theatre actor ivn torres . both are legend , but not exactly best friend . through a series of increasingly eccentric trial set by lola , flix and ivn must confront not only each other but also their own legacy . who will be left when the camera finally start rolling ?","crude humor and satire , funny joke and crude humor",Comedy
1012926,the monster club,"a vampire attack a horror author on the street and then invite him to a nearby club a a gesture of gratitude , which turn out to be a meeting place for assorted creature of the night . the vampire then regales him with three story , each interspersed with musical performance at the club .","horror , the undead and monster classic , creepy , chilling , and terrifying horror , bloody vampire horror , gothic and eerie haunting horror , survival horror and zombie carnage , gory , gruesome , and slasher horror",Comedy
1025195,deliver u from eva,"eva dandridge is a very uptight young woman who constantly meddles in the affair of her sister and their significant others . her brothersinlaw , who are tired of eva interfering in their life , decide to set her up with someone so she can leave them alone . they end up paying ray , the local playboy , 5,000 to date her . the plan go by smoothly , but trouble come when ray actually fall in love with eva .","relationship comedy , laughoutloud relationship entanglement , charming romance and delightful chemistry , quirky and endearing relationship",Comedy
1000521,singin in the rain,"in 1927 hollywood , a silent film production company and cast make a difficult transition to sound .","song and dance , relationship comedy , crude humor and satire , dazzling vocal performance and musical , catchy song and hilarious musical comedy , dance rhythm and catchy tune , charming romance and delightful chemistry , laughoutloud relationship entanglement",Comedy
1000380,the lego movie,"an ordinary lego minifigure , mistakenly thought to be the extraordinary masterbuilder , is recruited to join a quest to stop an evil lego tyrant from gluing the universe together .","crude humor and satire , epic hero , kid animated fun and adventure , action comedy and silly heroic , superheroes in actionpacked battle with villain , gag , joke , and slapstick humor , holiday joy and heartwarming christmas",Comedy
1050613,jaadugar,a smalltime magician with zero interest in football must lead his local team to the final of a tournament if he wish to marry the love of his life .,"relationship comedy , bollywood emotional drama",Comedy
1024341,the old dark house,an american car salesman in london becomes mixed up in a series of fatal occurrence at a secluded mansion .,"crude humor and satire , horror , the undead and monster classic , spooky , scary comedy , terrifying , haunted , and supernatural horror , gag , joke , and slapstick humor , creepy , chilling , and terrifying horror , amusing joke and witty satire",Comedy
1021298,looking for alibrandi,"josie alibrandi ha a lot to deal with right now . shes 17 , got the dreaded h.s.c . in front of her , and the boy of her dream seems completely out of reach . then there that other problem . shes a wog . sure , it where josie come from , but it not where she feel she belongs . in fact , josie doesnt know where she belongs . with her nonna in one ear talking about the old country and the stuckup girl at her school telling her shes an outsider , it no wonder . this year , however , everything is going to change . josie will let loose , face her fear , uncover secret even discover the true identity of her father . it going to be a year when josie finally find out where she belongs .","moving relationship story , underdog and coming of age , touching and sentimental family story , emotional teen comingofage story , emotional and touching family drama , student comingofage challenge , quirky and endearing relationship",Comedy
1025297,gray matter,"sam and gray are such a wellmatched pair that it is difficult to believe they are brother and sister rather than husband and wife . they both share a love of 1940s movie and dancing , and when they meet charlie , they have something else in common they both fall in love with her . sam must deal with unexpected feeling of jealousy , while gray struggle to come to term with her sexual orientation .","relationship comedy , laughoutloud relationship entanglement , charming romance and delightful chemistry , emotional lgbtq relationship , quirky and endearing relationship , captivating relationship and charming romance",Comedy
1007687,ride along 2,"a his wedding day approach , ben head to miami with his soontobe brotherinlaw james to bring down a drug dealer who supplying the dealer of atlanta with product .","crude humor and satire , gag , joke , and slapstick humor , funny joke and crude humor , amusing joke and witty satire , adrenalinefueled action and fast car , action comedy and silly heroic",Comedy
1005486,now and then,"waxing nostalgic about the bittersweet passage from childhood to puberty in this tender comingofage tale , four childhood girlfriend teeny , chrissy , samantha and roberta recall the magical summer of 1970. during their walk down memory lane , they reconcile experience with boy , secret , bully and more .","underdog and coming of age , teen school antic and laughter , emotional teen comingofage story , emotional and touching family drama , touching and sentimental family story , quirky and endearing relationship",Comedy
1021277,pink cadillac,a bounty hunter help out the wife of a bailjumper after her child is kidnapped by neonazi type .,"crude humor and satire , gag , joke , and slapstick humor , action comedy and silly heroic , laughoutloud relationship entanglement , catchy song and hilarious musical comedy , funny joke and crude humor",Comedy
1018627,ak v ak,"after a public spat with a movie star , a disgraced director retaliates by kidnapping the actor daughter , filming the search for her in realtime .","humanity and the world around u , bollywood emotional drama",Comedy
1015445,ghoulies ii,"ghoulies ii pick up a short time after the first movie , a few of the little nasties stow away on an amusement park ride and bring big buck to a dying fair . the creature are mad after an attempt to kill them , so the creature go on a rampage through the fairground , ultimately leading to an explosive conclusion !","horror , the undead and monster classic , crude humor and satire , scifi horror , creature , and alien , spooky , scary comedy , creepy , chilling , and terrifying horror , gory , gruesome , and slasher horror , bloody vampire horror",Comedy
1016135,jonah a veggietales movie,"get ready a bob the tomato , larry the cucumber and the rest of the veggie set sail on a whale of an adventure in big idea first fulllength , 3d animated feature film . this is the story of jonah and the whale a youve never seen it before a story where we learn that one of the best gift you can give or get is a second chance .","kid animated fun and adventure , catchy song and hilarious musical comedy , faith and spiritual journey , gag , joke , and slapstick humor , religious faith , sin , and forgiveness",Comedy
1018266,onyx the fortuitous and the talisman of soul,"onyx join a group of fellow occultist to attend a dark ritual at the mansion of their idol , bartok . suspecting bartok nefarious intention , onyx is suddenly immersed in a world of monster , mystery , and mayhem .","crude humor and satire , spooky , scary comedy , kid animated fun and adventure , action comedy and silly heroic , funny joke and crude humor , laughoutloud relationship entanglement",Comedy
1016626,the beautician and the beast,a new york city beautician is mistakenly hired a the school teacher for the child of the president of a small eastern european country .,"relationship comedy , crude humor and satire , laughoutloud relationship entanglement , amusing joke and witty satire , quirky and endearing relationship , charming romance and delightful chemistry , kid animated fun and adventure",Comedy
1021687,slap her ... shes french,"welcome to splendona high school , texas , where football player , cheerleader and beauty queen rule the hallway . and starla grady , the most popular girl in school , is on top of it all . that is , at least until genevieve leplouff , a french foreign exchange student arrives and turn her life upside down .","crude humor and satire , underdog and coming of age , teen school antic and laughter , amusing joke and witty satire , funny joke and crude humor , gag , joke , and slapstick humor , laughoutloud relationship entanglement",Comedy
1005076,drinking buddy,"weekend trip , office party , late night conversation , drinking on the job , marriage pressure , biological clock , holding eye contact a second too long you know what make the line between friend and more than friend really blurry ? beer .","relationship comedy , moving relationship story , laughoutloud relationship entanglement , charming romance and delightful chemistry , quirky and endearing relationship , touching and sentimental family story , emotional teen comingofage story",Comedy
1016351,smokey and the bandit ii,"the bandit go on another crosscountry run , transporting an elephant from florida to texas . and , once again , sheriff buford t. justice is on his tail .","crude humor and satire , adrenalinefueled action and fast car , gag , joke , and slapstick humor , catchy song and hilarious musical comedy , laughoutloud relationship entanglement , action comedy and silly heroic",Comedy
1007878,hometown chachacha,"a bigcity dentist open up a practice in a closeknit seaside village , home to a charming jackofalltrades who is her polar opposite in every way .","moving relationship story , captivating relationship and charming romance , touching and sentimental family story , laughoutloud relationship entanglement , charming romance and delightful chemistry , emotional and captivating fantasy storytelling",Comedy
1009277,dumb and dumberer when harry met lloyd,"this wacky prequel to the 1994 blockbuster go back to the lamebrained harry and lloyd day a classmate at a rhode island high school , where the unprincipled principal put the pair in remedial course a part of a scheme to fleece the school .","crude humor and satire , underdog and coming of age , gag , joke , and slapstick humor , funny joke and crude humor , amusing joke and witty satire , teen school antic and laughter , kid animated fun and adventure",Comedy
1010930,diary of a chambermaid,"celestine ha a new job a a chambermaid for the quirky m. monteil , his wife and her father . when the father dy , celestine decides to quit her job and leave , but when a young girl is raped and murdered , celestine belief that the monteils groundskeeper , joseph , is guilty , and stay on in order to prove it . she us her sexuality and the promise of marriage to get joseph to confess but thing do not go a planned .","politics and human right , enduring story of family and marital drama , erotic relationship and desire , powerful poetic and passionate drama",Comedy
1045802,high heat,"when the local mafia show up to burn down her restaurant , ana , a chef with a meticulous past , defends her turf and prof her knife skill both in and out of the kitchen .","crude humor and satire , action comedy and silly heroic , gag , joke , and slapstick humor , explosive and actionpacked hero vs. villain , amusing joke and witty satire",Comedy
1043248,dear heart,a lonely ohio spinster hope to find romance when she travel to new york city for a postmaster convention .,"moving relationship story , charming romance and delightful chemistry , laughoutloud relationship entanglement , touching and sentimental family story , quirky and endearing relationship , captivating relationship and charming romance",Comedy
1023973,dancing lady,"janie life to dance and will dance anywhere , even stripping in a burlesque house . tod newton , the rich playboy , discovers her there and help her get a job in a real broadway musical being directed by patch . tod think he can get what he want from janie , patch think janie is using her charm rather than talent to get to the top , and janie think patch is the greatest . steve , the stage manager , ha the three stooge helping him manage all the show girl . fred astaire and nelson eddy make appearance a famous broadway personality .","song and dance , dazzling vocal performance and musical , catchy song and hilarious musical comedy , dance rhythm and catchy tune",Comedy
1028026,the comeback,"outofluck coach lambeau field take a ragtag bunch of college misfit and drive them towards the football championship . in the process , this lifelong loser discovers that he is a winner after all by redeeming himself , saving his relationship with his family and friend , and finding that there is indeed , no i in team !","crude humor and satire , underdog and coming of age , funny joke and crude humor , inspiring sport underdog story , gag , joke , and slapstick humor , catchy song and hilarious musical comedy , teen school antic and laughter",Comedy
1003706,accepted,"a high school slacker who rejected by every school he applies to opts to create his own institution of higher learning , the south harmon institute of technology , on a rundown piece of property near his hometown .","crude humor and satire , underdog and coming of age , teen school antic and laughter , gag , joke , and slapstick humor , funny joke and crude humor , amusing joke and witty satire , student comingofage challenge",Comedy
1022119,zapped !,"peyton and barney are fun loving high school student working on a science project with white mouse . when one of the mouse begin to move food toward itself with out touching it , barney find he ha accidently discovered a formula for telekinetic power . now , how much trouble can a high school boy who can move thing with just his mind get into ?","crude humor and satire , underdog and coming of age , teen school antic and laughter , funny joke and crude humor",Comedy
1006974,duplex,"when a young couple buy their dream home , they have no idea what the sweet little old lady upstairs is going to put them through !","crude humor and satire , gag , joke , and slapstick humor , funny joke and crude humor , amusing joke and witty satire , spooky , scary comedy , laughoutloud relationship entanglement",Comedy
1013009,trapped in paradise,resident of a friendly pennsylvania town foil three brother plan to rob a bank on christmas eve .,"crude humor and satire , gag , joke , and slapstick humor , funny joke and crude humor , holiday joy and heartwarming christmas , laughoutloud relationship entanglement",Comedy
1019216,zebraman,"a failure a a teacher and a familyman , shinichi try to escape everyday live by dressing up a the superhero zebraman . although the tv series wa canceled after only 6 episode , this can not stop him from acting out his escapist fantasy in a self made zebrasuit . he get more then he could ever wish for when his blackandwhite dressed alterego seems to be the only thing to stand between absolute green evil and a happy ending .","intense violence and sexual transgression , dreamlike , quirky , and surreal storytelling , action comedy and silly heroic , superheroes in actionpacked battle with villain",Comedy
1030473,if i had a million,"an elderly business tycoon , believed to be dying , decides to give a million dollar each to eight stranger chosen at random from the phone directory .","crude humor and satire , quirky and endearing relationship",Comedy
1011647,asterix the mansion of the god,"in order to wipe out the gaulish village by any mean necessary , caesar plan to absorb the villager into roman culture by having an estate built next to the village to start a new roman colony .","kid animated fun and adventure , amusing joke and witty satire , holiday joy and heartwarming christmas , funny joke and crude humor , gag , joke , and slapstick humor",Comedy
1042352,boy eats girl,"a boy declares his love for his girlfriend , only to die the same night . he is brought back to life by his mother a a fleshcraving zombie , who sire more teen undead while trying to control his , er , appetite for his beloved .","crude humor and satire , survival horror and zombie carnage , teen school antic and laughter , funny joke and crude humor , quirky and endearing relationship , spooky , scary comedy",Comedy
1035952,govinda naam mera,"an abusive wife , a hot girlfriend and a court case , govinda waghmare is just not able to catch a break . the icing on top of that horrible cake a murder .","crude humor and satire , bollywood emotional drama",Comedy
1006298,a matter of loaf and death,"wallace and gromit open a bakery , accidentally getting tied up with a murder mystery in the process . but when wallace fall in love , gromit is left to solve the case by himself .","kid animated fun and adventure , intriguing and suspenseful murder mystery , spooky , scary comedy , fairytale fantasy and enchanted magic",Comedy
1015800,the oath,"in a politicallydivided united state , a man struggle to make it through the thanksgiving holiday without destroying his family .","crude humor and satire , politics and human right , intense violence and sexual transgression , funny joke and crude humor , amusing joke and witty satire , riveting political and presidential drama , gag , joke , and slapstick humor , politics , propaganda , and political documentary",Comedy
1026393,nun on the run,"brian and charlie work for a gangster . when the bos learns they want to leave he set them up to be killed , after they help rob the local triad of their drug dealing profit . bc decide to steal the money for themselves , but when their escape doesnt go to plan , they have to seek refuge in a nun teacher training school .","crude humor and satire , gag , joke , and slapstick humor , funny joke and crude humor , amusing joke and witty satire , heist and thrilling action , gritty crime and ruthless gangster",Comedy
1033106,the bat whisper,"infamous burglar the bat commits a daring jewelry theft despite heavy police presence . soon after , a bank theft occurs , which may be the work of the criminal a well . meanwhile , cornelia van gorder ha various people arrive at her old mansion , including her niece , dale , a bank employee , and police detective anderson . when guest start turning up dead , cornelia begin to suspect that the bat may be lurking around the estate .","thriller and murder mystery , horror , the undead and monster classic , intriguing and suspenseful murder mystery , terrifying , haunted , and supernatural horror , twisted dark psychological thriller , gothic and eerie haunting horror , creepy , chilling , and terrifying horror",Comedy
1000838,borat subsequent moviefilm,"14 year after making a film about his journey across the usa , borat risk life and limb when he return to the united state with his young daughter , and reveals more about the culture , the covid19 pandemic , and the political election .","crude humor and satire , funny joke and crude humor , gag , joke , and slapstick humor , amusing joke and witty satire , catchy song and hilarious musical comedy , laughoutloud relationship entanglement",Comedy
1006805,putney swope,swopethe only black man on the executive board of an advertising firmis accidentally put in charge after the death of the chairman .,"crude humor and satire , funny joke and crude humor , amusing joke and witty satire , gag , joke , and slapstick humor",Comedy
1123333,bigger than the sky,"after being dumped by his girlfriend , a man stuck in a deadend life decides to audition for a small role in a local community theatre production of cyrano de bergerac . despite having no experience a an actor , he land the lead role , which wreaks havoc upon his life .",touching and sentimental family story,Comedy
1002189,scary movie 3,"in the third installment of the scary movie franchise , news anchorwoman cindy campbell ha to investigate mysterious crop circle and killing video tape , and help the president stop an alien invasion in the process .","crude humor and satire , funny joke and crude humor , gag , joke , and slapstick humor , amusing joke and witty satire , spooky , scary comedy , action comedy and silly heroic",Comedy
1073826,the three stooge,"a biography of the three stooge , in which their career and rise to fame is shown throughout the eye of their leader , moe .","epic history and literature , powerful story of heartbreak and suffering",Comedy
1003868,arsenic and old lace,"mortimer brewster , a newspaper drama critic , playwright and author known for his diatribe against marriage , suddenly fall in love and get married but when he make a quick trip home to tell his two maiden aunt , he find out his aunt hobby killing lonely old men and burying them in the cellar !","crude humor and satire , relationship comedy , gag , joke , and slapstick humor , spooky , scary comedy , amusing joke and witty satire , funny joke and crude humor , laughoutloud relationship entanglement",Comedy
1008251,ted,"it 1993 and ted the bear moment of fame ha passed , leaving him living with his best friend , 16yearold john bennett , who life in a workingclass boston home with his parent and cousin . ted may not be the best influence on john , but when it come right down to it , he willing to go out on a limb to help his friend and his family .","crude humor and satire , funny joke and crude humor , gag , joke , and slapstick humor , laughoutloud relationship entanglement , quirky and endearing relationship , kid animated fun and adventure",Comedy
1086609,bobby jasoos,"a film that celebrates the aspiration of bobby , who want to become the number one detective in the old city area of hyderabad .","thriller and murder mystery , intriguing and suspenseful murder mystery",Comedy
1017604,forget paris,"mickey gordon is a basketball referee who travel to france to bury his father . ellen andrew is an american living in paris who work for the airline he fly on . they meet and fall in love , but their relationship go through many difficult patch .","relationship comedy , crude humor and satire , laughoutloud relationship entanglement , charming romance and delightful chemistry , quirky and endearing relationship , gag , joke , and slapstick humor , amusing joke and witty satire",Comedy
1036793,africa scream,"when bookseller buzz con diana into thinking that his friend stanley know all there is to know about africa , they are abducted and ordered to lead diana and her henchman to an african tribe in search of a fortune in jewel .","crude humor and satire , gag , joke , and slapstick humor , funny joke and crude humor , amusing joke and witty satire",Comedy
1011375,sukiyaki western django,"a nameless gunfighter arrives in a town ripped apart by rival gang and , though courted by both to join , chooses his own path .","western , intense combat and martial art , wild west outlaw and gunfight , violent action , gun , and crime , dreamlike , quirky , and surreal storytelling , historical battle and epic heroism",Comedy
1023783,mr. nanny,a former prowrestler is hired to be the bodyguardnanny for a couple of bratty kid whose inventor father is being stalked by a rival .,"crude humor and satire , kid animated fun and adventure , gag , joke , and slapstick humor , action comedy and silly heroic",Comedy
1033184,who done it ?,"two dumb soda jerk dream of writing radio mystery . when they try to pitch an idea at a radio station , they end up in the middle of a real murder when the station owner is killed during a broadcast .","crude humor and satire , thriller and murder mystery , intriguing and suspenseful murder mystery , spooky , scary comedy , gag , joke , and slapstick humor , catchy song and hilarious musical comedy , funny joke and crude humor",Comedy
1005773,a monster in paris,"paris , 1910. emile , a shy movie projectionist , and raoul , a colourful inventor , find themselves embarked on the hunt for a monster terrorizing citizen . they join force with lucille , the bighearted star of the bird of paradise cabaret , an eccentric scientist and his irascible monkey to save the monster , who turn out to be an oversized but harmless flea , from the city ruthlessly ambitious police chief .","kid animated fun and adventure , fairytale fantasy and enchanted magic , dazzling vocal performance and musical , adorable animal and heartwarming family , holiday joy and heartwarming christmas",Comedy
1005866,ramona and beezus,"ramona is a little girl with a very big imagination and a nose for mischief . her playful antic keep everyone in her loving family on their toe , including her older sister beezus , who just trying to survive her first year of high school . through all the ups and down of childhood , ramona and beezus learn that anythings possible when you believe in yourself and rely on each other .","underdog and coming of age , emotional and touching family drama , touching and sentimental family story , quirky and endearing relationship , adorable animal and heartwarming family , laughoutloud relationship entanglement",Comedy
1031842,the undertaker and his pal,"an undertaker befriends a pair of motorcycleriding , knifewielding , psycho restaurant owner who kill people for body part to use in their blueplate daily special .","crude humor and satire , gory , gruesome , and slasher horror , spooky , scary comedy , gag , joke , and slapstick humor , funny joke and crude humor , graphic violence and brutal revenge",Comedy
1003817,the little rascal,"when alfalfa start to question his devotion to the club principle after falling for the beautiful nineyear old darla , the rest of the gang set out to keep them apart .","relationship comedy , crude humor and satire , kid animated fun and adventure , teen school antic and laughter , catchy song and hilarious musical comedy , laughoutloud relationship entanglement , emotional and touching family drama",Comedy
1030301,it happened tomorrow,"a young turnofthecentury newspaper man find he can get hold of the next day paper . this brings more problem than fortune , especially a his new girlfriend is part of a phony clairvoyant act .","relationship comedy , charming romance and delightful chemistry , laughoutloud relationship entanglement , gag , joke , and slapstick humor , catchy song and hilarious musical comedy",Comedy
1014866,the accidental husband,"emma , a radio host , is about to be married to richard , her perfect match . but right before her wedding , she learns shes already married to patrick , a charming but irresponsible fireman . furthermore , patrick ha a secret he ha arranged this little trick because emma advised patrick exfiance to end their relationship . however , patrick may find that the trick is on him , for he soon begin to fall in love with his uptight adversary .","relationship comedy , crude humor and satire , laughoutloud relationship entanglement , charming romance and delightful chemistry , quirky and endearing relationship , captivating relationship and charming romance , gag , joke , and slapstick humor",Comedy
1003914,the full monty,"sheffield , england . gaz , a jobless steelworker in need of quick cash persuades his mate to bare it all in a onenightonly strip show .","crude humor and satire , amusing joke and witty satire , funny joke and crude humor , gag , joke , and slapstick humor , catchy song and hilarious musical comedy , laughoutloud relationship entanglement",Comedy
1000443,another round,four high school teacher launch a drinking experiment upholding a constant low level of intoxication .,"moving relationship story , student comingofage challenge , emotional teen comingofage story , quirky and endearing relationship , touching and sentimental family story , passion and romance",Comedy
1177711,blackadder go forth,"stuck in the middle of world war i , captain edmund blackadder doe his best to escape the banality of the war .","crude humor and satire , war and historical adventure , amusing joke and witty satire , gag , joke , and slapstick humor , military combat and heroic soldier , funny joke and crude humor , bravery in war",Comedy
1061255,miami bici,"miami bici is the story of ion and ilie , two young people from a small dark city in romania who go to miami in the middle of winter , to live both the american dream and the romanian dream of getting rich quick . once there , they find themselves in the middle of the machiavellian plan of miu , a romanian of the lowest specie , established in florida .","crude humor and satire , funny joke and crude humor",Comedy
1041074,up the river,daily life at men and woman prison unit where baseball and the marching band are serious business . two prisoner escape in order to help paroled steve from being blackmailed by his girlfriend expartnerincrime .,"song and dance , brutal , violent prison drama",Comedy
1004351,analyze this,"countless wiseguy film are spoofed in this film that center on the neurosis and angst of a powerful mafia racketeer who suffers from panic attack . when paul vitti need help dealing with his role in the family , unlucky shrink dr. ben sobel is given just day to resolve vittis emotional crisis and turn him into a happy , welladjusted gangster .","crude humor and satire , gag , joke , and slapstick humor , amusing joke and witty satire , funny joke and crude humor , laughoutloud relationship entanglement , quirky and endearing relationship",Comedy
1003071,stray,"when reggie is abandoned on the mean city street by his lowlife owner , doug , reggie is certain that his beloved owner would never leave him on purpose . but once reggie fall in with a fasttalking , foulmouthed stray who love his freedom and belief that owner are for sucker , reggie finally realizes he wa in a toxic relationship and begin to see doug for the heartless sleazeball that he is .","crude humor and satire , funny joke and crude humor , adorable animal and heartwarming family , gag , joke , and slapstick humor , kid animated fun and adventure , amusing joke and witty satire",Comedy
1050655,annie live !,"annie , the beloved seventime tony awardwinning broadway sensation , come to life like never before in a live musical event starring harry connick , jr. , nicole scherzinger , titus burgess , megan hilty and taraji p. henson , with newcomer celina smith in the title role of annie . the iconic musical follows smart and spirited little orphan annie , whose whole life change when largerthanlife billionaire daddy warbucks take her away from an orphanage run by the mean miss hannigan . one of broadway alltime biggest hit , the stage production feature such popular song a tomorrow and it the hard knock life , which are adored by generation of audience around the world .","song and dance , dazzling vocal performance and musical , holiday joy and heartwarming christmas , catchy song and hilarious musical comedy",Comedy
1014914,dog day,vignette of the life of several resident of a vienna suburb during a heat wave .,"intense violence and sexual transgression , challenging or sexual theme twist , graphic violence and brutal revenge",Comedy
1003502,camp rock 2 the final jam,"mitchie cant wait to go back to camp rock and spend the summer making new music with her friend and superstar shane gray . but the slick new camp across the lake , camp star , ha drummed up some serious competition featuring newcomer luke and dana . in a sensational battle of the band , with camp rock future at stake , will camp star flashy production and overthetop antic win out , or will camp rocker prove that music , teamwork , and spirit are what truly matter ?","song and dance , dazzling vocal performance and musical , dance rhythm and catchy tune , catchy song and hilarious musical comedy",Comedy
1003979,hop,"e.b. , the easter bunny teenage son , head to hollywood , determined to become a drummer in a rock n roll band . in l.a. , he taken in by fred after the outofwork slacker hit e.b . with his car .","crude humor and satire , kid animated fun and adventure , holiday joy and heartwarming christmas , adorable animal and heartwarming family , fairytale fantasy and enchanted magic , catchy song and hilarious musical comedy",Comedy
1003941,girl trip,"four girlfriend take a trip to new orleans for an annual festival and , along the way , rediscover their wild side and strengthen the bond of sisterhood .","crude humor and satire , funny joke and crude humor , gag , joke , and slapstick humor , laughoutloud relationship entanglement , quirky and endearing relationship , teen school antic and laughter",Comedy
1032113,sidewalk of new york,"the film follows the marital and dating life of three men and three woman who unknowingly form a tangled web of relationship . interspersing man on the street interview with scene from the six character life , the film weave a humorous and biting commentary on the game of love easy to start , hard to finish .","relationship comedy , charming romance and delightful chemistry , passion and romance , laughoutloud relationship entanglement , captivating relationship and charming romance , quirky and endearing relationship",Comedy
1021634,saving grace,"unexpectedly widowed , prim and proper housewife grace trevethyn find herself in dire financial strait when she inherits massive debt her late husband had been accruing for year . faced with losing her house , she decides to use her talent for horticulture and hatch a plan to grow potent marijuana which can be sold at an astronomical price , thus solving her financial crisis .","crude humor and satire , gag , joke , and slapstick humor , amusing joke and witty satire , laughoutloud relationship entanglement , funny joke and crude humor , catchy song and hilarious musical comedy",Comedy
1011610,rule dont apply,"it hollywood , 1958. small town beauty queen and devout baptist virgin marla mabrey , under contract to the infamous howard hughes , arrives in los angeles . at the airport , she meet her driver frank forbes , who is engaged to be married to his seventh grade sweetheart and is a deeply religious methodist . their instant attraction not only put their religious conviction to the test , but also defies hughes number one rule no employee is allowed to have any relationship whatsoever with a contract actress . hughes behavior intersects with marla and frank in very separate and unexpected way , and a they are drawn deeper into his bizarre world , their value are challenged and their life are changed .","relationship comedy , charming romance and delightful chemistry , quirky and endearing relationship , laughoutloud relationship entanglement , passion and romance",Comedy
1005053,never goin back,"waitress angela and jessie dream of leaving their lowrent diner and heading to galveston , texas . they soon find themselves on the street of dallas , trying to come up with increasingly wild scheme to raise some muchneeded cash .","crude humor and satire , relationship comedy , underdog and coming of age , laughoutloud relationship entanglement , funny joke and crude humor , teen school antic and laughter , quirky and endearing relationship , gag , joke , and slapstick humor",Comedy
1000506,megamind,"bumbling supervillain megamind finally defeat his nemesis , the superhero metro man . but without a hero , he loses all purpose and must find new meaning to his life .","crude humor and satire , epic hero , relationship comedy , kid animated fun and adventure , superheroes in actionpacked battle with villain , action comedy and silly heroic , gag , joke , and slapstick humor , adorable animal and heartwarming family",Comedy
1046823,who your caddy ?,"superstar rap mogul cnote want to join the carolina pine golf country club , but face stiff opposition from the establishment snooty member . cnote force the issue by purchasing the land adjacent to the golf course 17th hole . a the club leader search for a way to revoke his membership , cnote realizes his family honor and golf history are at stake , and dig in for the fight of his life .","crude humor and satire , inspiring sport underdog story",Comedy
